id,routeDate,parcels,firstToLastStopActualDurationHours,firstToLastStopEstimatedTravelTimeHours,routeCentroidLatitude,routeCentroidLongitude
4CN9RTrUFGHlnlNNYl54Wg==,08/08/2025,69,6.205833333,1.435833333,51.45465136,-0.337571678
vNMO2gV0nCIoiip4dDqC1g==,12/08/2025,31,3.11,0.571388889,51.4249659,-0.373109103
6jeLawq3wMppc/GGhE4Rrg==,01/08/2025,58,5.130555556,0.808333333,51.56132148,-0.139548181
l4V3EcqYAuIqKjgTlKQpjA==,31/07/2025,60,4.093333333,1.433611111,51.57776688,-0.396561288
HbUCCbkD17jEBM+O0eLbFA==,12/08/2025,70,6.209722222,1.310833333,51.43895045,-0.333391499
s6/7Fqwh+PvxWojA/+UJqA==,31/07/2025,73,4.434444444,1.949444444,51.60473162,0.016055485
yuNGZsu4NquqLBkWCvz1Qg==,11/08/2025,61,4.096666667,0.576388889,51.49251196,-0.161800237
WFj7BVlmIgjoz/P2SMZTmA==,08/08/2025,93,7.890833333,1.5275,51.38776037,-0.092245827
vnZB3WfoHu8MnyUcQ9mhPQ==,10/08/2025,76,5.739444444,1.838333333,51.5795178,-0.095949129
IovlsQvTs6GRe5ZJjzJfDA==,05/08/2025,68,7.296111111,1.335833333,51.47359186,-0.337498901
khvv+9mPYE0AzCzAvviYRQ==,21/07/2025,69,7.005555556,1.193055556,51.47960541,-0.285082821
LhkTKUivheOceo9LmGYcNg==,20/07/2025,68,5.203333333,1.666111111,51.41741338,-0.138634598
NW68i+VGilIrA5dNJ74jag==,20/07/2025,85,11.89416667,1.390277778,51.48409784,-0.032260973
NNNz5MCI6rNTh+/Vyvm1Aw==,27/07/2025,31,2.346944444,0.602777778,51.45688818,-0.206938533
xs7QxaToyBhoZSZSfgnI2A==,03/08/2025,94,5.934166667,2.944444444,51.5182684,-0.422651426
GKkDDw3qE752+O06p73tfw==,31/07/2025,61,5.927222222,0.853888889,51.50405317,-0.216485297
50egtQ1a/TLvX1rboSQ60w==,12/08/2025,79,5.487222222,1.230277778,51.460234,-0.063803776
LAOnI3DVhqHfibaIljxaGQ==,06/08/2025,60,3.9375,1.036388889,51.42171183,-0.14535314
fB4NTeS6vwZeF+Gd+lN0lg==,12/08/2025,77,5.876666667,0.792222222,51.51782245,-0.14131353
rBNyvug72JEwEBEseR+thg==,19/07/2025,78,5.186388889,1.405277778,51.44596188,-0.04867097
sIF1RC8DKJb3R9nvrWseNA==,18/07/2025,74,7.730833333,1.268055556,51.57804544,-0.111983596
iIc96YtoC7YoRcwL9fzArg==,05/08/2025,91,6.478055556,1.573055556,51.45813777,0.007549349
CqsCdq+DC5l2bwlM5ivrnw==,09/08/2025,81,5.393055556,1.445555556,51.40811671,-0.07262066
yPNLsEj3tuc1C8PMEtDdYQ==,08/08/2025,76,7.171666667,0.875555556,51.4683823,-0.188959367
I2zLP8EPxmMzjvNV1yxqwA==,01/08/2025,79,10.48861111,1.3475,51.55285081,-0.125845539
XpyB6Yqi6s6sAiSKWMmohA==,31/07/2025,79,5.730277778,1.6,51.40394943,0.006275198
H6xgcR6glSU8N6Y3fPI9Ew==,25/07/2025,78,5.864444444,0.778055556,51.52228232,-0.17318072
WUjO4UpNDBrl5wYSDcKO2Q==,20/07/2025,97,10.87861111,2.169722222,51.58148592,0.029713391
kK462001fVJJ5MXUDqgWYA==,21/07/2025,94,8.025833333,1.506666667,51.44453967,-0.093003591
9BfzYGm0zSbh1adLI7xcEQ==,22/07/2025,63,7.499722222,2.117777778,51.36657698,0.105276569
KXZkku740RSyXaPyrtGoCg==,11/08/2025,74,4.660277778,1.106111111,51.46331955,-0.200641968
5lk1Sv4ncdFqDCij/lwlKQ==,29/07/2025,79,10.12638889,1.204166667,51.49433529,-0.231148405
Azbo6EiUEAo/QWZRUGM97Q==,11/08/2025,71,7.192777778,1.55,51.39411531,-0.29479745
W7/99Q40TIqi7laNYobqAA==,05/08/2025,77,7.624166667,0.910555556,51.52205803,-0.077244613
5UyiJtoz4fjEXy3BSWBUoQ==,13/08/2025,77,8.601111111,1.025,51.5373508,-0.015086904
kB8t1l3NBpi+q3EPoET5zQ==,21/07/2025,75,5.895833333,1.039444444,51.55726411,-0.146483861
+9OGhGX5YCZ/FUjg38+//Q==,26/07/2025,51,4.638611111,1.406111111,51.58703587,0.211929274
7/XGExSJ771TEltfQqM8GQ==,26/07/2025,64,6.209444444,0.723611111,51.47055077,-0.176310507
BGUiueketFI8UKdo4/i19A==,25/07/2025,88,5.154166667,2.387777778,51.52067945,-0.446916835
dF66W/Twk7YBXwocESKUuw==,23/07/2025,55,5.447777778,1.8875,51.30288378,-0.183961082
WUMJ+BRaD/zHShpk7sCR1A==,04/08/2025,89,6.673333333,1.578611111,51.45307813,-0.02717656
aA7dsQX3H7Nq+QRgCcRSLg==,03/08/2025,83,6.439166667,2.345,51.38497568,0.083366335
XQM0byabrxqU8lSXvBq0cQ==,05/08/2025,74,6.572222222,1.097777778,51.5399568,-0.064192456
90DF2uFm+V19awOmu7WUmg==,04/08/2025,30,2.194722222,0.361388889,51.45243474,-0.173033443
JxHMHHm2wjXHCvzB5yF1hQ==,18/07/2025,62,7.235277778,1.744444444,51.37808786,-0.270992904
T5ldPj7JbNa3mU2vnhbpjw==,22/07/2025,53,3.213055556,0.501111111,51.45614607,-0.163305838
KLM1pvoReUZW5DlPahQHgA==,08/08/2025,71,10.49333333,2.278888889,51.60792187,0.069432106
XloV2pzFZjjbD94ERL1hiA==,21/07/2025,89,8.420555556,1.913333333,51.42249018,-0.019641246
u+5m3dqt8Hwiofm+FoRnuQ==,23/07/2025,76,7.212777778,2.513055556,51.58860101,0.198726858
OSapdKpKGmliNIQv/wmBfA==,05/08/2025,73,6.703055556,1.461388889,51.63401394,-0.354686532
hzlbufm6vdr8rrpL/Fh2yA==,07/08/2025,66,5.199444444,0.668055556,51.4954718,-0.167652136
WlJjCGNTIlyCPaykg/4nkQ==,08/08/2025,89,9.348611111,1.206111111,51.50909619,-0.052294073
L5A696FUMIy8w+fPDeIPxQ==,01/08/2025,97,9.790277778,2.544722222,51.58827828,0.197273911
ObO5C83IE1KypIyoOJa3Xw==,04/08/2025,86,6.319722222,1.2675,51.44538632,-0.207851473
JGycRr2N415uudG4qyZrYw==,23/07/2025,66,5.962222222,0.783333333,51.52583872,-0.143722218
i+Ru0SSTRg0kwY6FfpulMw==,05/08/2025,66,6.667777778,1.122222222,51.50507962,-0.217066795
4Qx6h6XARe7yDEh4XKkong==,30/07/2025,88,6.8575,1.634166667,51.45852183,-0.337069992
+jv3AEod5cVqHjNnIjGK1w==,31/07/2025,71,9.111944444,1.635277778,51.48465146,0.0838591
o0GM31Pccb5LbgrPI0aqww==,18/07/2025,62,5.884444444,0.866111111,51.54883779,-0.1853162
hj5/vG7CRKpaFVvzJzJjEg==,30/07/2025,71,8.186944444,1.2925,51.59992843,-0.022211112
jw+xFtSPOPUyrJlknxbSjQ==,29/07/2025,74,7.136388889,2.128611111,51.69280803,-0.368877946
FFTzGiGYJ5xesZtWeoc+mw==,09/08/2025,74,6.074444444,1.916388889,51.5633716,-0.437464517
e4fTS/VDhT6uV2Prvn9xOg==,13/08/2025,83,9.601111111,1.370555556,51.56467182,-0.011699415
bhUfi2TtKk3lNgsB+sZYKA==,19/07/2025,60,4.867222222,1.566111111,51.34040169,-0.103294258
jyHdZnKsVqRtouyWQZJsvA==,19/07/2025,68,11.20861111,1.436111111,51.56904206,-0.026062598
GSDKgo8Xabm+2P5K1/zRZQ==,24/07/2025,77,5.366666667,2.171666667,51.53692354,-0.470570617
JMOXVtUlII4auX/7ydXNJQ==,29/07/2025,98,9.267222222,2.209166667,51.40157263,0.055077245
rjgSruIrXMZCgzGe22Hn+A==,12/08/2025,67,4.996111111,0.733611111,51.55315893,-0.199349283
O7DHpf4d49sQ0A7GtnNKDg==,13/08/2025,76,10.63027778,0.946666667,51.50398758,-0.039119744
RHsdfgR6QdjDz1IeIx0lPg==,06/08/2025,76,8.707222222,1.006388889,51.49812698,-0.060586219
5VlCwZ8TpU15lev/7+JemA==,28/07/2025,70,7.128611111,1.423333333,51.40292294,-0.284572961
PEJbC8ExqU7bmhHFRWqfbA==,21/07/2025,86,9.213055556,1.263055556,51.50952777,-0.040987644
xHv/EcudmAc4gX4zoac9Vw==,08/08/2025,31,3.806111111,0.714166667,51.5602326,-0.356912057
cEY5LMlKv5cKYKXiCbXA5Q==,28/07/2025,118,7.775277778,2.306388889,51.59085558,0.030787257
52PYR2t4aF4xcMmKUpfMqw==,02/08/2025,84,8.911388889,1.758611111,51.48405535,-0.306176898
cZMhHqtXp7Xo+pvMZNANpQ==,10/08/2025,65,5.651944444,0.756388889,51.49889306,-0.180799396
w8Jrq1cX71l9LL3HFFXYDA==,09/08/2025,65,6.356111111,1.241111111,51.49333767,-0.266421486
tlMT7dy33n4h4/lmhtH29A==,02/08/2025,90,7.243611111,1.728611111,51.52286193,0.03818754
hKPD0unDt9O6Qpjr+jPtow==,21/07/2025,91,8.341111111,2.289166667,51.4201002,-0.384273381
w/9rGzCCR6x4LIqYMSXIyw==,05/08/2025,77,5.483611111,1.162777778,51.47721751,-0.10898148
Y27SCVdyRcHEBCtEQQR3pQ==,23/07/2025,82,7.063611111,1.907222222,51.65313499,-0.385891194
OA+iEGnT+ICkm6aWOGdERg==,31/07/2025,73,8.078888889,1.168055556,51.53316951,-0.087033255
0+clWKNf0MkcO3Yy22GruQ==,30/07/2025,89,10.38166667,1.929722222,51.48491762,0.086317721
DKwG3oQghq5hPS2He70eyw==,20/07/2025,78,9.523611111,1.19,51.54258218,-0.083481935
Jc+f8s1KtZbNjn/xglZ5cA==,24/07/2025,50,6.595833333,0.776944444,51.5581868,-0.087758508
r0X+ZW77X45J3yGauUJ77A==,11/08/2025,93,7.701388889,1.501111111,51.44325473,-0.056078116
fj/vvFdrML4Y3L3vZqbwzw==,28/07/2025,58,5.040555556,1.405,51.3832284,-0.387546849
OUPlsHmfsbCBOw/Ouzhxmw==,30/07/2025,58,4.295555556,1.222222222,51.34410859,-0.091782729
jahcPRx5JFQSXK3e19ehXg==,12/08/2025,84,6.033611111,1.632222222,51.37586769,-0.224057865
BpJyaXheSwFX9sI4Mg/d5Q==,29/07/2025,52,3.740277778,0.563888889,51.49538154,-0.017743434
eO7EIFiM81FFlw/A+q5XNw==,22/07/2025,80,6.068888889,1.131666667,51.47489266,-0.023841604
DVDyfMjtF01VdHvw6lHDNQ==,22/07/2025,112,12.84694444,1.782222222,51.46498161,-0.310209957
wBMcboEwWsV2RvazgrU05g==,25/07/2025,88,8.714444444,1.929444444,51.43926005,0.022962683
XmUJoYGhmNrNXtDAj6jjvg==,03/08/2025,92,7.192222222,1.505,51.54568636,0.00546854
B7iioRA2CIKjKF1eQMd5oA==,24/07/2025,78,8.500277778,1.538888889,51.44280145,0.020873664
Ogko00i+CabG0l5hHftoFg==,18/07/2025,65,5.189722222,0.930833333,51.45542895,-0.165718282
0K1pELnsqK3zkqe/RQ8X2Q==,07/08/2025,77,9.893055556,1.162222222,51.5705437,-0.08818205
W1Je4ZyWGN1IpphN6qIKIw==,29/07/2025,108,8.78,1.553333333,51.52190112,0.036991233
XZEYXg3JIGOQJmfmeddiOA==,29/07/2025,88,7.431111111,1.188611111,51.45997533,-0.134635879
L2JdPlfFrVDCkdAfZkBoMQ==,29/07/2025,82,6.323611111,1.641666667,51.60919434,-0.292141619
rioKakPr9PoFwo52xdwSdQ==,18/07/2025,41,3.576388889,1.255,51.58508391,0.17188057
G5lcbWP5Nczn7GZ/Bi4xcg==,02/08/2025,91,10.25055556,1.303333333,51.50618417,-0.013756115
FMbSc6HIOrB481n7ZpYdYg==,22/07/2025,89,6.455555556,1.546111111,51.44280947,-0.058791232
UTMaQuejoTUdR20aIhNhGg==,18/07/2025,78,10.36055556,0.8525,51.52587858,-0.099406185
PC+u2AjDGXyo6GuhntUSzQ==,08/08/2025,64,4.023888889,1.222777778,51.64332026,-0.185071429
rUZsGNz26ytSaQjjPbUsiA==,25/07/2025,92,7.615277778,1.534444444,51.42013117,-0.094111259
g1eoGBaww8RB4T/4l4+bmQ==,27/07/2025,61,4.306111111,1.039166667,51.57898341,-0.164204578
YLYR/Ra1oNDEybov7+xXmQ==,05/08/2025,69,8.409722222,2.308055556,51.3656058,-0.367305345
ljEleWf9js9T+KIoRvE+PQ==,01/08/2025,73,6.055833333,1.7975,51.39992316,-0.24988072
xOLBDB8JP43O35PTv8cKsg==,11/08/2025,77,9.279722222,1.933333333,51.60807079,0.016190921
CiD7SpHi4pEw6g6+iMF7uA==,24/07/2025,62,6.415,1.703611111,51.36666593,-0.486421809
79MLPWi65AxwDYZjEH4X9A==,04/08/2025,94,11.21611111,2.1425,51.40555739,0.014457299
e7KpImUK2JlRpgzPpZjWPg==,19/07/2025,56,3.609722222,0.590833333,51.4525156,-0.154730608
sy+ET+J2iDDVxcXh29UUmQ==,10/08/2025,79,6.508333333,2.029166667,51.58568249,0.120191863
6O71O8Em/Lz3ztCY9mFezw==,09/08/2025,76,11.50666667,1.229444444,51.62501241,-0.138142362
KV1z41ilf1MJktDNd+pObg==,29/07/2025,74,7.826111111,1.391944444,51.44019047,-0.104063054
NiqlyUrNcs9HVFUYQmtSQg==,27/07/2025,65,4.900833333,1.057222222,51.4574688,-0.204534503
7pZCGdQl4JzSTOZY1JxfDA==,03/08/2025,60,5.476666667,2.199444444,51.36232438,-0.468632574
ZoddaMX4KHZ0Cz3FlGXLCQ==,06/08/2025,72,5.468611111,2.329722222,51.36413088,0.087347531
IJ67bwuM2dpjTco4i6EEVA==,13/08/2025,57,5.341944444,0.832222222,51.53489209,-0.08697704
MUVdgLcyb5zxKlnK7JB5TA==,21/07/2025,88,8.775,0.921944444,51.45979972,-0.178088033
ViipJm4N5peeNaEVRqQ4AQ==,22/07/2025,73,9.185277778,0.774722222,51.51135746,-0.128159505
RHWMSVQz8Wh3SSui+mmB/Q==,08/08/2025,32,2.916388889,0.376111111,51.51951765,-0.155867481
4WddAIyeXU8nSOpcPhfIXw==,09/08/2025,81,6.010277778,2.082222222,51.43716901,0.165651269
jVHdoVp6UCNFrbHq5ASDQQ==,07/08/2025,79,6.639166667,1.878055556,51.48480969,-0.408251679
1gehVW5nSYG8cw1AbeQF8w==,07/08/2025,77,7.845833333,1.54,51.63747776,-0.232580141
pNnImxRL2EsAfu/p5nJdDw==,20/07/2025,63,6.903888889,0.8025,51.49490271,-0.099234728
ct+CkMqPrhZPUTt1zaGJuQ==,01/08/2025,68,7.321388889,1.382777778,51.55046373,0.123275457
q+SQpo1sO/DR5A/evPvd2Q==,28/07/2025,78,9.124166667,2.226944444,51.57108111,0.216839926
icPx5MU4bPtbSnpmr8iXZg==,31/07/2025,49,4.601111111,0.744722222,51.54974315,-0.154170794
Hs1sv5MS10CZJAH5GFBwYA==,11/08/2025,50,3.226111111,0.953055556,51.44243823,-0.211291764
WIosAr93dkO1GAueF+qTAg==,09/08/2025,77,6.238055556,2.128611111,51.68441682,-0.409394973
AK6KkqcGhJ2R0vbmFUquTA==,21/07/2025,62,4.737777778,1.7825,51.38555956,-0.486786836
zdTflgxmsRkRtbdcBjU9fw==,23/07/2025,72,6.909722222,0.9425,51.53872375,-0.181196283
qtab/8pTdL7a7cgHS+D7VQ==,05/08/2025,103,9.63,1.973888889,51.48988884,0.069160539
KAwVOrYTeCqVTnE7TlOCHA==,28/07/2025,78,7.447777778,2.4375,51.35968053,0.05206046
ykuaQ3eGzo5WAjEz7+12lg==,11/08/2025,78,6.090277778,1.363333333,51.5655744,-0.221384888
ciLMlMaR1JzGI1OFQItP9A==,08/08/2025,88,10.62722222,1.094444444,51.5113097,0.017895196
Kue8VjGfDjWbRXYMOHYhng==,01/08/2025,70,4.965555556,1.361111111,51.46087198,-0.219166065
HSY6Fcu6gGsOCkkUnAY05w==,19/07/2025,66,7.064722222,1.373888889,51.38369336,-0.089645904
scBmOTqm+TG72BP3ZIeVNw==,18/07/2025,69,9.071111111,1.241388889,51.58508316,-0.097455033
Q+GksYfDG/Zdkw8jAt651w==,21/07/2025,79,6.715,0.978333333,51.48931262,-0.15689856
ePjxdUF8c4EJTHL03QmZLw==,02/08/2025,74,4.388055556,1.603888889,51.50328149,-0.246291477
8WLTJbkQEBunLRBEYMKqzA==,02/08/2025,77,6.97,1.834444444,51.45723438,-0.045041188
/rRodjsAGjlJ2qay8s6sMA==,22/07/2025,93,8.581666667,1.954444444,51.43922681,0.090894818
KXqAvwNShqz6AmGgSGeLbg==,25/07/2025,33,3.122777778,0.530555556,51.58811579,-0.249274732
0Tlbt/5NA4T1vNQA/xvbKA==,24/07/2025,82,10.57611111,1.449444444,51.54864764,-0.018603119
r7E/MAk44mKoO+dgo5HlbQ==,12/08/2025,70,5.866944444,0.851388889,51.58836331,-0.200461766
3IK7Sdypk0VgbX5ki2AD5g==,30/07/2025,81,5.538333333,2.161944444,51.55548595,-0.441290456
ZV2faFZm9gNG3Zl9Ymnj+A==,30/07/2025,76,7.628055556,1.053333333,51.58697899,-0.012119888
5fhFNEzthbWVOPwG/TUl6A==,07/08/2025,26,3.014722222,0.581388889,51.34966767,-0.204731686
A6oTE3YjPLGIh7611/SJsA==,25/07/2025,82,6.8125,1.479444444,51.48587184,-0.039178818
dk8vNNY2NZwkFRxnFy6hDA==,13/08/2025,77,8.953055556,1.285277778,51.51258156,0.03432091
VAz7a3oksNIfgC3qZXhbfQ==,09/08/2025,70,5.964722222,1.051388889,51.55439544,-0.11330149
T4WA4WBaLIUSFeR2PjTNcQ==,03/08/2025,62,6.393611111,1.236666667,51.43453628,-0.104318831
QvBQ7mLKr/GaFnuG+Qv+Bg==,23/07/2025,80,7.641388889,1.578333333,51.43646504,-0.35227805
d4S3KVTErgroT8ZIoduy4w==,04/08/2025,75,6.099444444,1.314722222,51.49103632,-0.078155188
GCpJtGsZ15OYi1hEnGbMhQ==,23/07/2025,34,2.725,2.287222222,51.65761714,-0.081437175
dfvAgY7heYXPesqaYaPdXw==,07/08/2025,53,3.536666667,1.354722222,51.69742118,-0.404355727
XnZxoH/MfPMpfMS16NLfjw==,24/07/2025,66,5.909444444,1.070277778,51.46328362,-0.28874449
opV4lXQOFpdkcqbHrWzauQ==,01/08/2025,78,10.44305556,1.025833333,51.52254447,-0.042814557
fMRyGBJcrtaBwjc7+q4KNA==,11/08/2025,73,7.483888889,1.383888889,51.63664975,-0.130603909
wYiMAWemlGat51Svlgz9Bw==,31/07/2025,37,4.470833333,1.150555556,51.53340613,-0.362578513
4CEs00l9VeAvWhRDIrSpfw==,22/07/2025,82,9.972777778,1.711666667,51.57049419,0.084350983
TKSnUvduurD7ZbS3ZmEFQQ==,05/08/2025,74,6.368888889,1.808055556,51.37169333,-0.452243726
3wawbjthZ9hD2fN/CpfFXg==,12/08/2025,59,4.697222222,2.049722222,51.32805179,-0.324044647
B8az7ZQQtYV4iTHd1DZqVg==,30/07/2025,97,8.1375,1.553611111,51.4813816,0.012564017
JFRZpGkpcmg0Khf9tkgMHQ==,19/07/2025,70,5.470277778,0.818333333,51.48863754,-0.197881498
1eDf4njI95kmm03eykqJPQ==,19/07/2025,82,7.743611111,1.791666667,51.45968146,-0.345342671
WpOle4ils9mBStASAwzW/A==,23/07/2025,93,7.381111111,1.776388889,51.53335653,0.067502144
3eafNlVToRUULxmad2Ncsw==,24/07/2025,65,6.573055556,1.042222222,51.47685847,-0.098253942
Fv0y7KwImHnyxggbAETQzQ==,01/08/2025,56,5.618333333,3.416666667,51.65421398,-0.114356983
vDY61kopN2GBzY4cPJPC6w==,13/08/2025,71,7.113333333,1.770555556,51.37210746,-0.282071303
rwCqTgDbZ5F0hXsEeXBJ5g==,31/07/2025,92,10.89277778,1.579166667,51.45951777,-0.323255031
qr2opVJeESxOVYsu7x9T1w==,07/08/2025,53,4.954166667,0.758888889,51.55492072,-0.151926647
aHfwrqhZMVhwqzTb0K/2Vw==,06/08/2025,79,8.934722222,1.096388889,51.57589108,-0.019967708
8R9seSvug3BP01C1ZdjLrg==,19/07/2025,60,6.378055556,1.125833333,51.5998925,-0.303428172
Lqg8Fh5ChBocnzrUiNuRXg==,08/08/2025,29,2.222777778,0.976666667,51.5316517,-0.366620036
eEDwQFd7aw8e5VyrZNu22g==,31/07/2025,76,11.66083333,1.523888889,51.55772498,-0.001173804
oXXCvujahgfdBcja3RC9vg==,11/08/2025,41,5.193611111,2.339722222,51.65278373,-0.074754186
7/sYr5NUBVy20vubYC330w==,26/07/2025,60,6.476944444,1.411666667,51.44322643,0.076539128
G3Axbw31UV4XTf4vLgujRA==,13/08/2025,76,8.4575,0.891111111,51.52785871,-0.194325284
ByU6OJe8l8492gxdMDKUuQ==,24/07/2025,62,6.681388889,0.829444444,51.53195455,-0.076727501
gcump5ybEPQXp0uvw7u+lg==,22/07/2025,85,10.32194444,0.912777778,51.53699443,-0.087274933
qMCBG6tbTDswAlGQtUicoA==,23/07/2025,73,6.914444444,1.083055556,51.4843171,-0.055638975
GD8K1PXGq/ZsRqmiagPs9A==,22/07/2025,102,8.504444444,1.081111111,51.50483628,-0.025814364
lVT8ITPKoYH+h1OCEEs/8A==,09/08/2025,74,10.87027778,1.164166667,51.55106295,-0.07161873
zkzIJerlXMh3UHAcDgOpig==,26/07/2025,72,8.213611111,1.859444444,51.65193648,-0.066391891
+DkoB24ZpxmvoGOEvBbPeg==,29/07/2025,98,5.994722222,1.424166667,51.47962787,-0.005295188
nqMlIWEtH+1x9pCD37eyOw==,29/07/2025,83,7.958333333,1.501944444,51.47380351,-0.065586421
F/ES0b5m6GexsHMuI5fe0g==,19/07/2025,64,7.231944444,1.659722222,51.35746919,-0.202329545
T5vXB4Tr5iKyRR4rguX2lQ==,19/07/2025,66,7.783611111,1.358611111,51.4123439,-0.329750165
/Lnxho4w80O/ZDL7UZp6Ug==,29/07/2025,96,5.92,1.733611111,51.50265936,-0.315195331
QF9Za7ZYtENE5MYT/OOXsw==,09/08/2025,92,8.546666667,1.220833333,51.58887448,-0.172889682
u7WbXZC119lgHNfIDGLaiQ==,28/07/2025,79,6.485833333,2.852777778,51.56454358,-0.399334979
j/QIxQqZzbt8cLA27Y8qyw==,29/07/2025,40,3.544722222,0.485833333,51.44356521,-0.189426948
gDsXIj/56WL4L9JcAFmHQQ==,24/07/2025,79,8.370833333,1.655,51.5517977,0.085802611
TowhiatNsGLoIs08ndzTnA==,04/08/2025,72,7.698611111,0.834444444,51.48184061,-0.199257747
yQdxB7l6aA5QNzOcT0HPIg==,02/08/2025,74,6.949444444,0.85,51.46585825,-0.133086529
SnAlNHiWlVqmcPuvLVEONA==,09/08/2025,81,6.506666667,0.940277778,51.4332919,-0.176805411
B2CckgWUP1UQKqP05kOz7w==,24/07/2025,34,4.026666667,0.349444444,51.53377368,-0.099266043
6ml0hufNtCLHdzUyQHSdfA==,26/07/2025,54,5.253611111,2.470277778,51.61977323,-0.049204632
RnAY7E2BBWLzI097akBzBg==,05/08/2025,59,5.536666667,1.388611111,51.50741462,-0.252723383
OKtxVu6vT8wgwSTZ80Bo8g==,31/07/2025,55,7.033333333,3.162222222,51.66463129,-0.061277201
xhQTRUzgaSXvOOOTP1dc8g==,24/07/2025,64,6.631111111,1.806666667,51.5049912,-0.396159455
NxiAwhcwUsU/btnFuofFJw==,28/07/2025,57,5.872777778,1.68,51.64508031,-0.42874827
eFVJrHs5mQwTx5LOyK6skA==,10/08/2025,82,6.334166667,1.428888889,51.6055712,-0.267108181
4p9VoufUhEHBr8Bv2Fx9rQ==,19/07/2025,73,12.21611111,0.893333333,51.5336173,-0.087203851
7fFSWrzrXdDsaU1AFGL+Rw==,28/07/2025,67,8.765555556,0.817222222,51.59785925,-0.197783822
nIYA2ar717g/0KGDbwjUUw==,19/07/2025,81,5.697777778,0.882222222,51.46486697,-0.193786953
O4e2W9NA1DrTRmgELkF/jg==,08/08/2025,83,6.988055556,1.231388889,51.46646261,-0.2813071
V1p9aUYhFufuBSO4npYcUg==,08/08/2025,83,9.913611111,1.140833333,51.55606539,0.005170567
VM64mWyo+IrOFX61zENmeg==,01/08/2025,84,8.443055556,1.393611111,51.44526184,-0.111641764
0Ynrm5CeY5ERtbximMiHCA==,28/07/2025,41,4.439444444,0.611944444,51.52960223,-0.042244953
mWE/UtMUFwUcb/6SnOmXiw==,25/07/2025,75,8.098888889,0.951944444,51.49355534,-0.19648571
yVXHFCo+k3V5SwYlxN3KAw==,13/08/2025,60,5.671111111,0.726111111,51.48439239,-0.213886513
Sg+nMmmZN1aAdAKq/HoF+w==,02/08/2025,69,6.826666667,1.229444444,51.4156426,-0.182484548
WuyeCeI4zdvxZrzZLNlfag==,30/07/2025,92,6.076388889,1.683888889,51.42749516,-0.358833815
yNMZ29mk0t7s+YiJoMzcDA==,21/07/2025,91,6.796944444,1.984722222,51.39287941,-0.29240078
slfWvNMAhlinGoKybIwQlA==,13/08/2025,76,9.324444444,1.881666667,51.37055186,-0.20695355
iK9DKLY3EiDgtcCJ1Jv7Ew==,18/07/2025,78,10.38888889,1.79,51.38899325,-0.07867418
DjWoQuRimFfpslo+TukXeA==,04/08/2025,84,11.05805556,0.951666667,51.51603552,-0.073111608
mIh5Vihe42e7OyhbFOBpoA==,08/08/2025,59,7.045833333,1.899166667,51.31507327,-0.130560591
S+nrfGFdvZAPnfD6x2uRJw==,31/07/2025,34,3.619722222,0.453055556,51.49862063,-0.274706632
GHmv5gdP1mqsJyX8mAatRA==,05/08/2025,67,5.533611111,0.760833333,51.49884557,-0.163922569
HtEpJOXolHDcchkeRZf2bw==,28/07/2025,35,3.885833333,0.316944444,51.49169959,-0.209815104
wPophnfK5rawwC3Nx5RREQ==,22/07/2025,83,5.262222222,2.165833333,51.35027085,-0.230833364
mZxTY59Y2ExOFqZ6gP9Eeg==,22/07/2025,44,6.356111111,0.495277778,51.49816076,-0.07696065
Ab9mWXPEAbiziPF4YUSvUg==,12/08/2025,78,5.049722222,0.935555556,51.48239052,-0.189938184
SjV/RCuvB0LT4GD54HJp/A==,10/08/2025,51,3.768611111,1.744444444,51.68112647,-0.412335803
rIVqCd2TyxMutIZ/Vy/DGQ==,07/08/2025,69,6.33,0.769444444,51.46881547,-0.197221962
sDlymu55TZCfud3AyBvDkg==,09/08/2025,100,7.136944444,2.058333333,51.40568207,0.019513454
BsI0QCTlOtUx0EdooEL6kg==,23/07/2025,86,11.06305556,1.166111111,51.52349923,-0.021786071
PvwnsPINQjIIT4F2NEfW6g==,10/08/2025,28,3.8325,0.418888889,51.47204801,-0.239874738
JcV48p5aS30yFf8eAx6xdg==,20/07/2025,78,8.725277778,1.570833333,51.38727895,-0.293264627
y20TON8G/f3HXX09cC7qSg==,09/08/2025,78,5.023055556,0.830555556,51.50221509,-0.193815841
w8al/vm3awr1SUojFYoSLQ==,05/08/2025,52,5.444722222,1.786944444,51.33150293,-0.078705847
WK5ei+URj6NMNFgrwv3rTg==,07/08/2025,44,3.706944444,0.761666667,51.45169399,-0.32989193
UEKOS2p+sHvhFBAvaLjaQw==,28/07/2025,92,7.614166667,2.5575,51.42595009,0.072053422
gePSEqDHkwoMnzNEhQiJqQ==,31/07/2025,60,6.236666667,0.990833333,51.47832473,-0.264084722
jo/PsFlFYqYdpduukAT8Yw==,07/08/2025,70,9.0475,0.963333333,51.53364777,-0.11871545
dnpj+6Rwvp4m2x2Kcdn4PQ==,13/08/2025,79,9.404166667,2.423888889,51.45845455,0.178364715
0K3tiE4dvxoNDGn5ph+SDQ==,24/07/2025,74,8.3225,1.984444444,51.37217354,-0.410686702
kTOzrbhfGNCdNmy6mtSwHQ==,03/08/2025,63,6.728333333,1.578611111,51.46958188,-0.361581952
